global_prompt_index,source_file,class_index,class_name,prompt_index,clip_token_count_with_special,clip_content_token_count,raw_prompt_text,encoded_prompt_text,clip_token_ids_nonzero
255,ucf_manual_class_prompts_10x_v2.json,11,Shoplifting,5,12,10,someone carrying an unpaid item past the cashier,shoplifting someone carrying an unpaid item past the cashier,49406 5738 10857 2100 9920 550 32811 8532 2729 518 34547 49407
256,ucf_manual_class_prompts_10x_v2.json,11,Shoplifting,6,13,11,concealed goods disappearing beneath a jacket in a store,shoplifting concealed goods disappearing beneath a jacket in a store,49406 5738 10857 35419 9340 35819 16850 320 6164 530 320 2183 49407
257,ucf_manual_class_prompts_10x_v2.json,11,Shoplifting,7,13,11,a customer hiding one item while handling shelf products,shoplifting a customer hiding one item while handling shelf products,49406 5738 10857 320 5102 11371 637 8532 1519 14071 10955 3964 49407
258,ucf_manual_class_prompts_10x_v2.json,11,Shoplifting,8,13,11,a shopper leaving a store with concealed unpaid merchandise,shoplifting a shopper leaving a store with concealed unpaid merchandise,49406 5738 10857 320 24346 5216 320 2183 593 35419 32811 16808 49407
259,ucf_manual_class_prompts_10x_v2.json,11,Shoplifting,9,16,14,a retail theft scene with discreet concealment and exit,shoplifting a retail theft scene with discreet concealment and exit,49406 5738 10857 320 6455 13286 3562 593 20616 875 9145 526 777 537 9374 49407
260,ucf_manual_class_prompts_10x_v2.json,12,Stealing,0,12,10,a person taking unattended property and leaving quickly,stealing a person taking unattended property and leaving quickly,49406 14242 320 2533 2019 569 8140 5043 537 5216 7787 49407
261,ucf_manual_class_prompts_10x_v2.json,12,Stealing,1,15,13,"a thief grabbing a bicycle, bag, phone, or object","stealing a thief grabbing a bicycle, bag, phone, or object",49406 14242 320 18508 26440 320 11652 267 3365 267 1951 267 541 14115 49407
262,ucf_manual_class_prompts_10x_v2.json,12,Stealing,2,13,11,a suspect approaching a valuable item and carrying it away,stealing a suspect approaching a valuable item and carrying it away,49406 14242 320 9065 12164 320 10056 8532 537 9920 585 1520 49407
263,ucf_manual_class_prompts_10x_v2.json,12,Stealing,3,12,10,unattended belongings disappearing after suspicious human contact,stealing unattended belongings disappearing after suspicious human contact,49406 14242 569 8140 16453 895 35819 953 19862 2751 3523 49407
264,ucf_manual_class_prompts_10x_v2.json,12,Stealing,4,12,10,a person lifting property while the owner is distracted,stealing a person lifting property while the owner is distracted,49406 14242 320 2533 10857 5043 1519 518 5019 533 24049 49407
265,ucf_manual_class_prompts_10x_v2.json,12,Stealing,5,12,10,a thief cutting a lock and taking a bicycle,stealing a thief cutting a lock and taking a bicycle,49406 14242 320 18508 7266 320 4381 537 2019 320 11652 49407
266,ucf_manual_class_prompts_10x_v2.json,12,Stealing,6,13,11,a suspect removing a package or bag from public space,stealing a suspect removing a package or bag from public space,49406 14242 320 9065 18504 320 7053 541 3365 633 2122 2138 49407
267,ucf_manual_class_prompts_10x_v2.json,12,Stealing,7,14,12,a person pocketing an unattended item and changing direction,stealing a person pocketing an unattended item and changing direction,49406 14242 320 2533 13232 15951 550 569 8140 8532 537 5621 5407 49407
268,ucf_manual_class_prompts_10x_v2.json,12,Stealing,8,11,9,a thief quietly taking property during owner distraction,stealing a thief quietly taking property during owner distraction,49406 14242 320 18508 22208 2019 5043 1590 5019 32039 49407
269,ucf_manual_class_prompts_10x_v2.json,12,Stealing,9,12,10,a thief carrying stolen property away from the scene,stealing a thief carrying stolen property away from the scene,49406 14242 320 18508 9920 8704 5043 1520 633 518 3562 49407
270,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,0,12,10,a person smashing a window or door with force,vandalism a person smashing a window or door with force,49406 45664 320 2533 19632 320 4879 541 2489 593 2869 49407
271,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,1,11,9,someone kicking a fixture until visible pieces break,vandalism someone kicking a fixture until visible pieces break,49406 45664 2100 7802 320 17317 1942 8626 6194 2568 49407
272,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,2,13,11,a suspect spraying graffiti onto a wall with a can,vandalism a suspect spraying graffiti onto a wall with a can,49406 45664 320 9065 39224 11676 3141 320 2569 593 320 753 49407
273,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,3,11,9,a person breaking glass with repeated tool impacts,vandalism a person breaking glass with repeated tool impacts,49406 45664 320 2533 2755 3313 593 27904 5999 15069 49407
274,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,4,15,13,a vandal throwing an object at a storefront or car,vandalism a vandal throwing an object at a storefront or car,49406 45664 320 11691 566 9734 550 14115 536 320 17769 2184 541 1615 49407
275,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,5,11,9,someone striking public property until visible damage appears,vandalism someone striking public property until visible damage appears,49406 45664 2100 13392 2122 5043 1942 8626 6822 8743 49407
276,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,6,12,10,a person scratching and denting a parked vehicle,vandalism a person scratching and denting a parked vehicle,49406 45664 320 2533 44617 537 1177 694 320 16487 5299 49407
277,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,7,11,9,a person painting graffiti directly onto public property,vandalism a person painting graffiti directly onto public property,49406 45664 320 2533 3086 11676 9701 3141 2122 5043 49407
278,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,8,12,10,a suspect repeatedly hitting a fixture until it breaks,vandalism a suspect repeatedly hitting a fixture until it breaks,49406 45664 320 9065 26630 7957 320 17317 1942 585 7263 49407
279,ucf_manual_class_prompts_10x_v2.json,13,Vandalism,9,11,9,a person deliberately damaging property without taking anything,vandalism a person deliberately damaging property without taking anything,49406 45664 320 2533 35163 20610 5043 2193 2019 3582 49407
280,ucf_manual_class_prompts_5x_v3.json,0,Normal,0,11,9,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street,49406 5967 33895 3941 34990 597 2528 550 8012 2012 49407
281,ucf_manual_class_prompts_5x_v3.json,0,Normal,1,11,9,people waiting and talking in a public area,normal people waiting and talking in a public area,49406 5967 1047 2680 537 2578 530 320 2122 2445 49407
282,ucf_manual_class_prompts_5x_v3.json,0,Normal,2,9,7,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic,49406 5967 8361 3584 35049 1417 6307 3399 49407
283,ucf_manual_class_prompts_5x_v3.json,0,Normal,3,10,8,customers standing calmly near store counters,normal customers standing calmly near store counters,49406 5967 5528 2862 34990 597 2252 2183 46170 49407
284,ucf_manual_class_prompts_5x_v3.json,0,Normal,4,11,9,people entering and exiting buildings at normal pace,normal people entering and exiting buildings at normal pace,49406 5967 1047 12580 537 39577 8866 536 5967 9450 49407
285,ucf_manual_class_prompts_5x_v3.json,1,Abuse,0,13,11,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment,49406 7678 320 14332 9133 30851 27904 2660 3818 42039 527 777 49407
286,ucf_manual_class_prompts_5x_v3.json,1,Abuse,1,12,10,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors,49406 7678 320 9245 10426 35152 26427 320 39735 9133 22973 49407
287,ucf_manual_class_prompts_5x_v3.json,1,Abuse,2,12,10,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse,49406 7678 320 47638 2533 2535 3299 633 22699 6671 7678 49407
288,ucf_manual_class_prompts_5x_v3.json,1,Abuse,3,13,11,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact,49406 7678 320 45875 1285 9133 823 28223 633 27904 16295 3523 49407
289,ucf_manual_class_prompts_5x_v3.json,1,Abuse,4,13,11,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person,49406 7678 550 10426 35152 37069 541 1658 16231 320 14332 2533 49407
290,ucf_manual_class_prompts_5x_v3.json,2,Arrest,0,13,11,uniformed police placing handcuffs on a detained suspect,arrest uniformed police placing handcuffs on a detained suspect,49406 9320 1107 6528 2120 18531 1722 37221 525 320 20260 9065 49407
291,ucf_manual_class_prompts_5x_v3.json,2,Arrest,1,15,13,officers escorting a handcuffed person toward a patrol car,arrest officers escorting a handcuffed person toward a patrol car,49406 9320 6335 24360 694 320 1722 729 8448 2533 8508 320 10073 1615 49407
292,ucf_manual_class_prompts_5x_v3.json,2,Arrest,2,13,11,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers,49406 9320 320 1722 729 8448 9065 2862 1957 6470 2120 6335 49407
293,ucf_manual_class_prompts_5x_v3.json,2,Arrest,3,11,9,law enforcement securing a suspect during formal custody,arrest law enforcement securing a suspect during formal custody,49406 9320 2606 12460 24759 320 9065 1590 12978 16176 49407
294,ucf_manual_class_prompts_5x_v3.json,2,Arrest,4,13,11,a detained person kneeling while officers apply restraints,arrest a detained person kneeling while officers apply restraints,49406 9320 320 20260 2533 6358 9990 1519 6335 4356 25424 2514 49407
295,ucf_manual_class_prompts_5x_v3.json,3,Arson,0,12,10,a person lighting flammable material before flames spread,arson a person lighting flammable material before flames spread,49406 29937 320 2533 5799 10559 23001 7118 1348 13441 5284 49407
296,ucf_manual_class_prompts_5x_v3.json,3,Arson,1,12,10,a person pouring accelerant before visible fire grows,arson a person pouring accelerant before visible fire grows,49406 29937 320 2533 16098 10161 773 1348 8626 1769 13352 49407
297,ucf_manual_class_prompts_5x_v3.json,3,Arson,2,11,9,a lighter touching a surface before ignition begins,arson a lighter touching a surface before ignition begins,49406 29937 320 14102 14088 320 7744 1348 36115 4635 49407
298,ucf_manual_class_prompts_5x_v3.json,3,Arson,3,10,8,small flames expanding after deliberate human ignition,arson small flames expanding after deliberate human ignition,49406 29937 2442 13441 15755 953 38271 2751 36115 49407
299,ucf_manual_class_prompts_5x_v3.json,3,Arson,4,12,10,a person retreating as planted fire starts spreading,arson a person retreating as planted fire starts spreading,49406 29937 320 2533 515 13842 601 14286 1769 3105 11821 49407
300,ucf_manual_class_prompts_5x_v3.json,4,Assault,0,12,10,a single attacker lunging with a direct strike,assault a single attacker lunging with a direct strike,49406 9679 320 2688 39288 3221 3905 593 320 6016 5767 49407
301,ucf_manual_class_prompts_5x_v3.json,4,Assault,1,13,11,a one-sided attack with punches and defensive movement,assault a one-sided attack with punches and defensive movement,49406 9679 320 637 268 21061 3815 593 35279 537 10824 5208 49407
302,ucf_manual_class_prompts_5x_v3.json,4,Assault,2,12,10,an aggressor kicking a fallen victim on pavement,assault an aggressor kicking a fallen victim on pavement,49406 9679 550 10426 35152 7802 320 8688 9133 525 27669 49407
303,ucf_manual_class_prompts_5x_v3.json,4,Assault,3,12,10,a victim stumbling backward after a sudden hit,assault a victim stumbling backward after a sudden hit,49406 9679 320 9133 16784 1358 37964 953 320 15433 2341 49407
304,ucf_manual_class_prompts_5x_v3.json,4,Assault,4,11,9,an attacker chasing one target while striking repeatedly,assault an attacker chasing one target while striking repeatedly,49406 9679 550 39288 13376 637 5400 1519 13392 26630 49407
305,ucf_manual_class_prompts_5x_v3.json,5,Burglary,0,12,10,an intruder forcing entry through a locked doorway,burglary an intruder forcing entry through a locked doorway,49406 32573 550 22949 801 21573 5362 1417 320 8371 46575 49407
306,ucf_manual_class_prompts_5x_v3.json,5,Burglary,1,12,10,a person prying a lock before entering property,burglary a person prying a lock before entering property,49406 32573 320 2533 766 910 320 4381 1348 12580 5043 49407
307,ucf_manual_class_prompts_5x_v3.json,5,Burglary,2,12,10,a masked intruder breaking into a closed building,burglary a masked intruder breaking into a closed building,49406 32573 320 25757 22949 801 2755 1095 320 4552 2307 49407
308,ucf_manual_class_prompts_5x_v3.json,5,Burglary,3,12,10,a person climbing through a window into private space,burglary a person climbing through a window into private space,49406 32573 320 2533 9877 1417 320 4879 1095 4439 2138 49407
309,ucf_manual_class_prompts_5x_v3.json,5,Burglary,4,13,11,an intruder entering rooms after damaging an entry point,burglary an intruder entering rooms after damaging an entry point,49406 32573 550 22949 801 12580 6328 953 20610 550 5362 2301 49407
310,ucf_manual_class_prompts_5x_v3.json,6,Explosion,0,12,10,an instant detonation expanding from a blast center,explosion an instant detonation expanding from a blast center,49406 13785 550 10635 39335 656 15755 633 320 5964 2119 49407
311,ucf_manual_class_prompts_5x_v3.json,6,Explosion,1,12,10,a shockwave pushing fragments outward within seconds,explosion a shockwave pushing fragments outward within seconds,49406 13785 320 19617 4535 11549 41424 34650 746 4154 6541 49407
312,ucf_manual_class_prompts_5x_v3.json,6,Explosion,2,10,8,a structure bursting apart from explosive force,explosion a structure bursting apart from explosive force,49406 13785 320 5285 32566 7803 633 18888 2869 49407
313,ucf_manual_class_prompts_5x_v3.json,6,Explosion,3,12,10,a concentrated blast throwing debris radially outward,explosion a concentrated blast throwing debris radially outward,49406 13785 320 36776 5964 9734 19208 5772 769 34650 746 49407
314,ucf_manual_class_prompts_5x_v3.json,6,Explosion,4,12,10,a sudden pressure wave following a visible detonation,explosion a sudden pressure wave following a visible detonation,49406 13785 320 15433 6083 4535 3473 320 8626 39335 656 49407
315,ucf_manual_class_prompts_5x_v3.json,7,Fighting,0,12,10,two groups mutually exchanging punches in a brawl,fighting two groups mutually exchanging punches in a brawl,49406 4652 1237 6776 17574 769 47760 35279 530 320 26066 49407
316,ucf_manual_class_prompts_5x_v3.json,7,Fighting,1,11,9,multiple participants striking each other during mutual combat,fighting multiple participants striking each other during mutual combat,49406 4652 6470 10237 13392 2416 1010 1590 15055 9275 49407
317,ucf_manual_class_prompts_5x_v3.json,7,Fighting,2,11,9,opponents separating and reengaging in group fighting,fighting opponents separating and reengaging in group fighting,49406 4652 19664 43480 537 515 13060 530 1771 4652 49407
318,ucf_manual_class_prompts_5x_v3.json,7,Fighting,3,11,9,several combatants grappling and swinging simultaneously,fighting several combatants grappling and swinging simultaneously,49406 4652 5560 35083 1589 30843 1358 537 26760 28575 49407
319,ucf_manual_class_prompts_5x_v3.json,7,Fighting,4,12,10,two sides clashing back and forth in public,fighting two sides clashing back and forth in public,49406 4652 1237 7578 940 1743 893 537 11932 530 2122 49407
320,ucf_manual_class_prompts_5x_v3.json,8,RoadAccidents,0,12,10,a vehicle collision causing roadway impact and disruption,roadAccidents a vehicle collision causing roadway impact and disruption,49406 4370 22072 320 5299 15407 10779 42744 3844 537 19635 49407
321,ucf_manual_class_prompts_5x_v3.json,8,RoadAccidents,1,13,11,a car striking a pedestrian or cyclist on road,roadAccidents a car striking a pedestrian or cyclist on road,49406 4370 22072 320 1615 13392 320 18256 541 20686 525 1759 49407
322,ucf_manual_class_prompts_5x_v3.json,8,RoadAccidents,2,12,10,a motorbike sliding across a lane after collision,roadAccidents a motorbike sliding across a lane after collision,49406 4370 22072 320 33341 21468 2500 320 3980 953 15407 49407
323,ucf_manual_class_prompts_5x_v3.json,8,RoadAccidents,3,12,10,vehicles swerving before colliding in traffic,roadAccidents vehicles swerving before colliding in traffic,49406 4370 22072 8361 30514 903 1348 8262 796 530 3399 49407
324,ucf_manual_class_prompts_5x_v3.json,8,RoadAccidents,4,11,9,a crashed vehicle blocking lanes after impact,roadAccidents a crashed vehicle blocking lanes after impact,49406 4370 22072 320 16638 5299 12652 10345 953 3844 49407
325,ucf_manual_class_prompts_5x_v3.json,9,Robbery,0,13,11,a threatening person forcing a victim to surrender valuables,robbery a threatening person forcing a victim to surrender valuables,49406 16393 320 16400 2533 21573 320 9133 531 20964 6291 8486 49407
326,ucf_manual_class_prompts_5x_v3.json,9,Robbery,1,12,10,a victim handing belongings under close range intimidation,robbery a victim handing belongings under close range intimidation,49406 16393 320 9133 19196 16453 895 1798 2660 3818 49258 49407
327,ucf_manual_class_prompts_5x_v3.json,9,Robbery,2,13,11,an attacker cornering a victim and seizing items,robbery an attacker cornering a victim and seizing items,49406 16393 550 39288 5202 1785 320 9133 537 567 17354 6207 49407
328,ucf_manual_class_prompts_5x_v3.json,9,Robbery,3,13,11,a person brandishing a weapon to demand property,robbery a person brandishing a weapon to demand property,49406 16393 320 2533 3684 570 1743 320 10537 531 5650 5043 49407
329,ucf_manual_class_prompts_5x_v3.json,9,Robbery,4,13,11,a robber confronting a victim before taking belongings,robbery a robber confronting a victim before taking belongings,49406 16393 320 35545 20033 694 320 9133 1348 2019 16453 895 49407
330,ucf_manual_class_prompts_5x_v3.json,10,Shooting,0,11,9,an armed person aiming and firing a firearm,shooting an armed person aiming and firing a firearm,49406 3992 550 8202 2533 21768 537 15105 320 40311 49407
331,ucf_manual_class_prompts_5x_v3.json,10,Shooting,1,13,11,a visible muzzle flash from a discharged gun,shooting a visible muzzle flash from a discharged gun,49406 3992 320 8626 670 7873 5815 633 320 22671 3480 3496 49407
332,ucf_manual_class_prompts_5x_v3.json,10,Shooting,2,10,8,a shooter raising a gun before firing,shooting a shooter raising a gun before firing,49406 3992 320 13645 6883 320 3496 1348 15105 49407
333,ucf_manual_class_prompts_5x_v3.json,10,Shooting,3,12,10,a person firing a handgun in surveillance footage,shooting a person firing a handgun in surveillance footage,49406 3992 320 2533 15105 320 1722 3496 530 15578 11130 49407
334,ucf_manual_class_prompts_5x_v3.json,10,Shooting,4,12,10,an armed shooter discharging a weapon toward people,shooting an armed shooter discharging a weapon toward people,49406 3992 550 8202 13645 22671 3905 320 10537 8508 1047 49407
335,ucf_manual_class_prompts_5x_v3.json,11,Shoplifting,0,13,11,a shopper concealing merchandise inside clothing or bag,shoplifting a shopper concealing merchandise inside clothing or bag,49406 5738 10857 320 24346 9145 5169 16808 2912 7425 541 3365 49407
336,ucf_manual_class_prompts_5x_v3.json,11,Shoplifting,1,13,11,a person hiding a retail item while browsing shelves,shoplifting a person hiding a retail item while browsing shelves,49406 5738 10857 320 2533 11371 320 6455 8532 1519 29318 16225 49407
337,ucf_manual_class_prompts_5x_v3.json,11,Shoplifting,2,12,10,store goods disappearing beneath a jacket while shopping,shoplifting store goods disappearing beneath a jacket while shopping,49406 5738 10857 2183 9340 35819 16850 320 6164 1519 4266 49407
338,ucf_manual_class_prompts_5x_v3.json,11,Shoplifting,3,13,11,a shopper slipping merchandise into a bag in aisle,shoplifting a shopper slipping merchandise into a bag in aisle,49406 5738 10857 320 24346 36301 16808 1095 320 3365 530 26917 49407
339,ucf_manual_class_prompts_5x_v3.json,11,Shoplifting,4,12,10,a customer exiting retail space with concealed merchandise,shoplifting a customer exiting retail space with concealed merchandise,49406 5738 10857 320 5102 39577 6455 2138 593 35419 16808 49407
340,ucf_manual_class_prompts_5x_v3.json,12,Stealing,0,12,10,a person taking unattended property and leaving quickly,stealing a person taking unattended property and leaving quickly,49406 14242 320 2533 2019 569 8140 5043 537 5216 7787 49407
341,ucf_manual_class_prompts_5x_v3.json,12,Stealing,1,15,13,"a thief grabbing a bicycle, bag, phone, or object","stealing a thief grabbing a bicycle, bag, phone, or object",49406 14242 320 18508 26440 320 11652 267 3365 267 1951 267 541 14115 49407
342,ucf_manual_class_prompts_5x_v3.json,12,Stealing,2,12,10,a suspect carrying property while the owner is distracted,stealing a suspect carrying property while the owner is distracted,49406 14242 320 9065 9920 5043 1519 518 5019 533 24049 49407
343,ucf_manual_class_prompts_5x_v3.json,12,Stealing,3,14,12,a person pocketing an unattended item and changing direction,stealing a person pocketing an unattended item and changing direction,49406 14242 320 2533 13232 15951 550 569 8140 8532 537 5621 5407 49407
344,ucf_manual_class_prompts_5x_v3.json,12,Stealing,4,11,9,a thief quietly removing property from public space,stealing a thief quietly removing property from public space,49406 14242 320 18508 22208 18504 5043 633 2122 2138 49407
345,ucf_manual_class_prompts_5x_v3.json,13,Vandalism,0,12,10,a person smashing a window or door with force,vandalism a person smashing a window or door with force,49406 45664 320 2533 19632 320 4879 541 2489 593 2869 49407
346,ucf_manual_class_prompts_5x_v3.json,13,Vandalism,1,11,9,a suspect spraying graffiti directly onto public property,vandalism a suspect spraying graffiti directly onto public property,49406 45664 320 9065 39224 11676 9701 3141 2122 5043 49407
347,ucf_manual_class_prompts_5x_v3.json,13,Vandalism,2,11,9,a person breaking glass with repeated tool impacts,vandalism a person breaking glass with repeated tool impacts,49406 45664 320 2533 2755 3313 593 27904 5999 15069 49407
348,ucf_manual_class_prompts_5x_v3.json,13,Vandalism,3,10,8,someone striking fixtures until visible damage appears,vandalism someone striking fixtures until visible damage appears,49406 45664 2100 13392 19904 1942 8626 6822 8743 49407
349,ucf_manual_class_prompts_5x_v3.json,13,Vandalism,4,12,10,a person deliberately damaging property with tools or kicks,vandalism a person deliberately damaging property with tools or kicks,49406 45664 320 2533 35163 20610 5043 593 5771 541 6989 49407
350,ucf_manual_class_prompts_5x_v4.json,0,Normal,0,11,9,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street,49406 5967 33895 3941 34990 597 2528 550 8012 2012 49407
351,ucf_manual_class_prompts_5x_v4.json,0,Normal,1,11,9,people waiting and talking in a public area,normal people waiting and talking in a public area,49406 5967 1047 2680 537 2578 530 320 2122 2445 49407
352,ucf_manual_class_prompts_5x_v4.json,0,Normal,2,9,7,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic,49406 5967 8361 3584 35049 1417 6307 3399 49407
353,ucf_manual_class_prompts_5x_v4.json,0,Normal,3,10,8,customers standing calmly near store counters,normal customers standing calmly near store counters,49406 5967 5528 2862 34990 597 2252 2183 46170 49407
354,ucf_manual_class_prompts_5x_v4.json,0,Normal,4,11,9,people entering and exiting buildings at normal pace,normal people entering and exiting buildings at normal pace,49406 5967 1047 12580 537 39577 8866 536 5967 9450 49407
355,ucf_manual_class_prompts_5x_v4.json,1,Abuse,0,13,11,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment,49406 7678 320 14332 9133 30851 27904 2660 3818 42039 527 777 49407
356,ucf_manual_class_prompts_5x_v4.json,1,Abuse,1,12,10,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors,49406 7678 320 9245 10426 35152 26427 320 39735 9133 22973 49407
357,ucf_manual_class_prompts_5x_v4.json,1,Abuse,2,12,10,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse,49406 7678 320 47638 2533 2535 3299 633 22699 6671 7678 49407
358,ucf_manual_class_prompts_5x_v4.json,1,Abuse,3,13,11,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact,49406 7678 320 45875 1285 9133 823 28223 633 27904 16295 3523 49407
359,ucf_manual_class_prompts_5x_v4.json,1,Abuse,4,13,11,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person,49406 7678 550 10426 35152 37069 541 1658 16231 320 14332 2533 49407
360,ucf_manual_class_prompts_5x_v4.json,2,Arrest,0,13,11,uniformed police placing handcuffs on a detained suspect,arrest uniformed police placing handcuffs on a detained suspect,49406 9320 1107 6528 2120 18531 1722 37221 525 320 20260 9065 49407
361,ucf_manual_class_prompts_5x_v4.json,2,Arrest,1,15,13,officers escorting a handcuffed person toward a patrol car,arrest officers escorting a handcuffed person toward a patrol car,49406 9320 6335 24360 694 320 1722 729 8448 2533 8508 320 10073 1615 49407
362,ucf_manual_class_prompts_5x_v4.json,2,Arrest,2,13,11,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers,49406 9320 320 1722 729 8448 9065 2862 1957 6470 2120 6335 49407
363,ucf_manual_class_prompts_5x_v4.json,2,Arrest,3,11,9,law enforcement securing a suspect during formal custody,arrest law enforcement securing a suspect during formal custody,49406 9320 2606 12460 24759 320 9065 1590 12978 16176 49407
364,ucf_manual_class_prompts_5x_v4.json,2,Arrest,4,13,11,a detained person kneeling while officers apply restraints,arrest a detained person kneeling while officers apply restraints,49406 9320 320 20260 2533 6358 9990 1519 6335 4356 25424 2514 49407
365,ucf_manual_class_prompts_5x_v4.json,3,Arson,0,10,8,a person lighting material before flames spread,arson a person lighting material before flames spread,49406 29937 320 2533 5799 7118 1348 13441 5284 49407
366,ucf_manual_class_prompts_5x_v4.json,3,Arson,1,11,9,a person pouring accelerant before fire grows,arson a person pouring accelerant before fire grows,49406 29937 320 2533 16098 10161 773 1348 1769 13352 49407
367,ucf_manual_class_prompts_5x_v4.json,3,Arson,2,11,9,a lighter touching a surface before ignition starts,arson a lighter touching a surface before ignition starts,49406 29937 320 14102 14088 320 7744 1348 36115 3105 49407
368,ucf_manual_class_prompts_5x_v4.json,3,Arson,3,10,8,small flames expanding after deliberate human ignition,arson small flames expanding after deliberate human ignition,49406 29937 2442 13441 15755 953 38271 2751 36115 49407
369,ucf_manual_class_prompts_5x_v4.json,3,Arson,4,12,10,a person retreating as planted fire begins spreading,arson a person retreating as planted fire begins spreading,49406 29937 320 2533 515 13842 601 14286 1769 4635 11821 49407
370,ucf_manual_class_prompts_5x_v4.json,4,Assault,0,12,10,a single attacker lunging with a direct strike,assault a single attacker lunging with a direct strike,49406 9679 320 2688 39288 3221 3905 593 320 6016 5767 49407
371,ucf_manual_class_prompts_5x_v4.json,4,Assault,1,13,11,a one-sided attack with punches and defensive movement,assault a one-sided attack with punches and defensive movement,49406 9679 320 637 268 21061 3815 593 35279 537 10824 5208 49407
372,ucf_manual_class_prompts_5x_v4.json,4,Assault,2,12,10,an aggressor kicking a fallen victim on pavement,assault an aggressor kicking a fallen victim on pavement,49406 9679 550 10426 35152 7802 320 8688 9133 525 27669 49407
373,ucf_manual_class_prompts_5x_v4.json,4,Assault,3,12,10,a victim stumbling backward after a sudden hit,assault a victim stumbling backward after a sudden hit,49406 9679 320 9133 16784 1358 37964 953 320 15433 2341 49407
374,ucf_manual_class_prompts_5x_v4.json,4,Assault,4,11,9,an attacker chasing one target while striking repeatedly,assault an attacker chasing one target while striking repeatedly,49406 9679 550 39288 13376 637 5400 1519 13392 26630 49407
375,ucf_manual_class_prompts_5x_v4.json,5,Burglary,0,13,11,an intruder manipulating a lock at a doorway,burglary an intruder manipulating a lock at a doorway,49406 32573 550 22949 801 19237 1074 320 4381 536 320 46575 49407
376,ucf_manual_class_prompts_5x_v4.json,5,Burglary,1,13,11,a person prying open access to a restricted room,burglary a person prying open access to a restricted room,49406 32573 320 2533 766 910 1488 3822 531 320 27197 1530 49407
377,ucf_manual_class_prompts_5x_v4.json,5,Burglary,2,12,10,a masked intruder entering a closed building interior,burglary a masked intruder entering a closed building interior,49406 32573 320 25757 22949 801 12580 320 4552 2307 7305 49407
378,ucf_manual_class_prompts_5x_v4.json,5,Burglary,3,12,10,a person climbing through a window into private space,burglary a person climbing through a window into private space,49406 32573 320 2533 9877 1417 320 4879 1095 4439 2138 49407
379,ucf_manual_class_prompts_5x_v4.json,5,Burglary,4,13,11,an intruder searching inside rooms after unauthorized entry,burglary an intruder searching inside rooms after unauthorized entry,49406 32573 550 22949 801 10626 2912 6328 953 569 28463 5362 49407
380,ucf_manual_class_prompts_5x_v4.json,6,Explosion,0,12,10,a blast center expanding into a radial debris cloud,explosion a blast center expanding into a radial debris cloud,49406 13785 320 5964 2119 15755 1095 320 42028 19208 3887 49407
381,ucf_manual_class_prompts_5x_v4.json,6,Explosion,1,11,9,a sudden shock front spreading from one point,explosion a sudden shock front spreading from one point,49406 13785 320 15433 8736 2184 11821 633 637 2301 49407
382,ucf_manual_class_prompts_5x_v4.json,6,Explosion,2,13,11,an object rupturing outward in a single instant,explosion an object rupturing outward in a single instant,49406 13785 550 14115 7996 5812 34650 746 530 320 2688 10635 49407
383,ucf_manual_class_prompts_5x_v4.json,6,Explosion,3,12,10,a compact detonation producing outward airborne fragments,explosion a compact detonation producing outward airborne fragments,49406 13785 320 13690 39335 656 13579 34650 746 22755 41424 49407
384,ucf_manual_class_prompts_5x_v4.json,6,Explosion,4,11,9,a pressure blast expanding faster than surrounding motion,explosion a pressure blast expanding faster than surrounding motion,49406 13785 320 6083 5964 15755 8835 1126 12544 7860 49407
